type,ghostNote,hammer,palmMute,slides,duration,no_of_notes,chord,root_note,root_freq,scnd_note,scnd_freq
normal,0,0,0,0,0.25,1,,A4,440.0,,
normal,0,0,0,0,0.25,1,,F5,698.456462866008,,
normal,1,1,0,0,0.25,1,,A2,109.99999999999989,,
normal,0,0,0,0,0.25,1,,B3,233.08188075904488,,
normal,1,0,0,0,0.25,1,,G3,195.99771799087452,,
normal,1,1,0,0,0.25,1,,D3,146.83238395870364,,
normal,0,0,0,0,0.25,1,,F4,349.2282314330038,,
normal,0,0,0,0,0.25,1,,C5,523.2511306011974,,
normal,1,1,0,0,0.25,1,,D3,146.83238395870364,,
normal,0,0,0,0,0.25,1,,F4,349.2282314330038,,
normal,1,0,0,0,0.25,1,,C4,261.6255653005985,,
normal,1,1,0,0,0.25,1,,G3,195.99771799087452,,
normal,0,0,0,0,0.25,1,,C5,523.2511306011974,,
normal,0,0,0,0,0.25,1,,G#5,830.6093951598907,,
normal,1,1,0,0,0.25,1,,A2,109.99999999999989,,
normal,0,0,0,0,0.25,1,,C#4,277.182630976872,,
normal,1,0,0,0,0.25,1,,G3,195.99771799087452,,
normal,1,1,0,0,0.25,1,,D3,146.83238395870364,,
normal,0,0,0,0,0.25,1,,G#4,415.3046975799451,,
normal,0,0,0,0,0.25,1,,E5,622.253967444162,,
normal,1,1,0,0,0.25,1,,D3,146.83238395870364,,
normal,0,0,0,0,0.25,1,,G4,391.99543598174927,,
normal,1,0,0,0,0.25,1,,C4,261.6255653005985,,
normal,1,1,0,0,0.25,1,,G3,195.99771799087452,,
normal,0,0,0,0,0.25,1,,D5,587.3295358348153,,
normal,0,0,0,0,0.25,1,,A5,880.0000000000003,,
normal,1,1,0,0,0.25,1,,A2,109.99999999999989,,
normal,0,0,0,0,0.25,1,,D4,293.66476791740746,,
normal,1,0,0,0,0.25,1,,C4,261.6255653005985,,
normal,1,1,0,0,0.25,1,,D3,146.83238395870364,,
normal,0,0,0,0,0.125,1,,A4,440.0,,
normal,0,0,0,0,0.125,1,,E5,659.2551138257401,,
normal,0,1,0,0,0.125,1,,B5,987.7666025122488,,
normal,0,0,0,0,0.125,1,,B5,987.7666025122488,,
normal,0,0,0,0,1.0,2,Perfect Fifth,A4,440.0,E5,659.2551138257401
normal,0,0,0,0,0.25,4,Perfect Double-octave,A2,109.99999999999989,A4,440.0
normal,0,0,0,0,1.0,4,Perfect Double-octave,A2,109.99999999999989,A4,440.0
,,,,,0.25,1,,,,,
,,,,,0.5,1,,,,,
normal,0,0,0,0,0.25,1,,C#3,138.59131548843592,,
normal,0,0,0,0,0.25,1,,D3,146.83238395870364,,
normal,0,0,0,0,0.25,1,,B2,123.4708253140309,,
normal,0,0,0,0,0.25,1,,C#3,138.59131548843592,,
normal,0,0,0,0,0.25,1,,D3,146.83238395870364,,
normal,0,0,0,0,0.25,1,,E3,164.81377845643485,,
normal,0,0,0,0,0.16666666666666666,1,,C#3,138.59131548843592,,
normal,0,0,0,0,0.16666666666666666,1,,D3,146.83238395870364,,
normal,0,0,0,0,0.16666666666666666,1,,E3,164.81377845643485,,
normal,0,0,0,0,0.25,1,,F#3,184.9972113558171,,
normal,1,0,0,0,0.25,1,,D3,146.83238395870364,,
normal,1,0,0,0,0.25,1,,E3,164.81377845643485,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,1,0,0,0.25,1,,G#3,207.65234878997245,,
normal,0,0,0,1,0.25,1,,A3,219.9999999999999,,
normal,0,0,0,0,0.25,1,,F#3,184.9972113558171,,
normal,0,0,0,0,0.25,1,,G#3,207.65234878997245,,
,,,,,1.0,1,,,,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.0,2,Perfect Fifth,A2,109.99999999999989,E3,164.81377845643485
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.0,1,,B2,116.54094037952237,,
tie,0,0,0,0,0.25,1,,B2,116.54094037952237,,
,,,,,0.25,1,,,,,
,,,,,0.25,1,,,,,
,,,,,0.25,1,,,,,
,,,,,4.0,1,,,,,
,,,,,4.0,1,,,,,
normal,0,0,0,0,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.25,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.75,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.25,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.75,1,,B1,61.73541265701542,,
,,,,,2.0,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
,,,,,0.25,1,,,,,
normal,0,0,0,1,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.25,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.75,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
,,,,,0.25,1,,,,,
normal,0,0,0,1,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.25,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.75,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.25,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.75,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.5,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.25,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.5,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.25,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.5,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.25,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.25,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.75,1,,B1,61.73541265701542,,
normal,0,0,0,0,4.0,1,,D2,73.4161919793518,,
normal,0,0,0,0,4.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,4.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,4.0,1,,B1,61.73541265701542,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,1.0,1,,G2,97.99885899543722,,
normal,0,0,0,0,1.0,1,,F#2,92.4986056779085,,
normal,0,0,0,0,1.0,1,,F#2,92.4986056779085,,
normal,0,1,0,0,0.5,1,,F#2,92.4986056779085,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
normal,0,0,0,0,0.5,1,,A2,109.99999999999989,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,1,0.5,1,,F#2,92.4986056779085,,
normal,0,0,0,0,1.0,1,,G2,97.99885899543722,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,1.0,1,,G2,97.99885899543722,,
normal,0,0,0,0,1.0,1,,F#2,92.4986056779085,,
normal,0,0,0,0,1.0,1,,F#2,92.4986056779085,,
normal,0,1,0,0,0.5,1,,F#2,92.4986056779085,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
normal,0,0,0,0,0.5,1,,A2,109.99999999999989,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,1,0.5,1,,F#2,92.4986056779085,,
normal,0,0,0,0,1.0,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
,,,,,0.25,1,,,,,
normal,0,0,0,1,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
,,,,,0.25,1,,,,,
normal,0,0,0,1,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
,,,,,0.25,1,,,,,
normal,0,0,0,1,1.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
dead,0,0,0,0,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.25,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.75,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.5,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.25,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.5,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.25,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.5,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.25,1,,,,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.25,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.75,1,,D2,73.4161919793518,,
,,,,,0.25,1,,,,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.25,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.75,1,,B1,61.73541265701542,,
normal,0,0,0,0,4.0,1,,D2,73.4161919793518,,
normal,0,0,0,0,4.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,4.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,4.0,1,,B1,61.73541265701542,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,1.0,1,,G2,97.99885899543722,,
normal,0,0,0,0,1.0,1,,F#2,92.4986056779085,,
normal,0,0,0,0,1.0,1,,F#2,92.4986056779085,,
normal,0,1,0,0,0.5,1,,F#2,92.4986056779085,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
normal,0,0,0,0,0.5,1,,A2,109.99999999999989,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,1,0.5,1,,F#2,92.4986056779085,,
normal,0,0,0,0,1.0,1,,G2,97.99885899543722,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
,,,,,1.0,1,,,,,
normal,0,0,0,0,1.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,0.5,1,,C#2,69.29565774421793,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,1.0,1,,G2,97.99885899543722,,
normal,0,0,0,0,1.0,1,,F#2,92.4986056779085,,
normal,0,0,0,0,1.0,1,,F#2,92.4986056779085,,
normal,0,1,0,0,0.5,1,,F#2,92.4986056779085,,
normal,0,1,0,0,0.5,1,,G2,97.99885899543722,,
normal,0,0,0,0,0.5,1,,F#2,92.4986056779085,,
normal,0,0,0,0,0.5,1,,A2,109.99999999999989,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,1.0,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
normal,0,0,0,1,0.5,1,,F#2,92.4986056779085,,
normal,0,0,0,0,1.0,1,,G2,97.99885899543722,,
normal,0,0,0,0,3.0,1,,D2,73.4161919793518,,
tie,0,0,0,0,0.5,1,,D2,73.4161919793518,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,3.0,1,,B1,61.73541265701542,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,4.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,2.0,1,,G#2,103.82617439498618,,
normal,0,0,0,0,2.0,1,,B2,123.4708253140309,,
normal,0,0,0,0,3.0,1,,D2,73.4161919793518,,
tie,0,0,0,0,0.5,1,,D2,73.4161919793518,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,3.0,1,,B1,61.73541265701542,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,4.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,2.0,1,,G#2,103.82617439498618,,
normal,0,0,0,0,2.0,1,,B2,123.4708253140309,,
normal,0,0,0,0,3.0,1,,D2,73.4161919793518,,
tie,0,0,0,0,0.5,1,,D2,73.4161919793518,,
normal,0,0,0,0,0.5,1,,E2,82.40688922821738,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,3.0,1,,B1,61.73541265701542,,
tie,0,0,0,0,0.5,1,,B1,61.73541265701542,,
normal,0,0,0,0,4.0,1,,C#2,69.29565774421793,,
normal,0,0,0,0,2.0,1,,G#2,103.82617439498618,,
normal,0,0,0,0,2.0,1,,B2,123.4708253140309,,
normal,0,0,0,0,3.0,1,,D2,73.4161919793518,,
tie,0,0,0,0,0.5,1,,D2,73.4161919793518,,
