,ghostNote,hammer,palmMute,slides,duration,root_note,root_freq
53,0.0,0.0,0.0,0.0,0.5,B3,246.94165062806198
54,0.0,0.0,0.0,0.0,0.5,R,0.0
55,0.0,0.0,0.0,0.0,0.25,F#4,369.99442271163434
56,0.0,0.0,0.0,0.0,0.25,D5,587.3295358348153
57,0.0,0.0,0.0,0.0,0.25,R,0.0
58,0.0,0.0,0.0,0.0,0.25,F#4,369.99442271163434
59,0.0,0.0,0.0,0.0,0.5,G3,195.9977179908745
60,0.0,0.0,0.0,0.0,0.5,R,0.0
61,0.0,0.0,0.0,0.0,0.5,D4,293.66476791740746
62,0.0,0.0,0.0,0.0,0.5,R,0.0
63,0.0,0.0,0.0,0.0,0.25,A4,440.0
64,0.0,0.0,0.0,0.0,0.25,B4,493.8833012561241
65,0.0,0.0,0.0,0.0,0.5,A3,219.99999999999991
66,0.0,0.0,0.0,0.0,0.5,R,0.0
67,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
68,0.0,0.0,0.0,0.0,0.25,B4,493.8833012561241
69,0.0,0.0,0.0,0.0,0.25,R,0.0
70,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
71,0.0,0.0,0.0,0.0,0.5,F3,174.61411571650186
72,0.0,0.0,0.0,0.0,0.5,R,0.0
73,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
74,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
75,0.0,0.0,0.0,0.0,0.5,G3,195.9977179908745
76,0.0,0.0,0.0,0.0,0.5,R,0.0
77,0.0,0.0,0.0,0.0,0.25,D4,293.66476791740746
78,0.0,0.0,0.0,0.0,0.25,A4,440.0
79,0.0,0.0,0.0,0.0,0.25,R,0.0
80,0.0,0.0,0.0,0.0,0.25,D4,293.66476791740746
81,0.0,0.0,0.0,0.0,0.5,E3,155.56349186104038
82,0.0,0.0,0.0,0.0,0.5,R,0.0
83,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
84,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
85,0.0,0.0,0.0,0.0,0.25,R,0.0
86,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
87,0.0,0.0,0.0,0.0,0.25,R,0.0
88,1.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
89,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
90,0.0,0.0,0.0,0.0,0.25,A3,219.99999999999991
91,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
92,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
93,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
94,0.0,0.0,0.0,0.0,0.25,B4,493.8833012561241
95,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
96,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
97,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
98,0.0,0.0,0.0,0.0,0.25,F3,174.61411571650186
99,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
100,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
101,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
102,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
103,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
104,0.0,0.0,0.0,0.0,0.25,B3,246.94165062806198
105,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
106,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
107,0.0,0.0,0.0,0.0,0.25,F#4,369.99442271163434
108,0.0,0.0,0.0,0.0,0.25,D5,587.3295358348153
109,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
110,0.0,0.0,0.0,0.0,0.25,F#4,369.99442271163434
111,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
112,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
113,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
114,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
115,0.0,0.0,0.0,0.0,0.25,D4,293.66476791740746
116,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
117,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
118,0.0,0.0,0.0,0.0,0.25,A4,440.0
119,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
120,0.0,0.0,0.0,0.0,0.25,D4,293.66476791740746
121,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
122,0.0,0.0,0.0,0.0,0.25,A3,219.99999999999991
123,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
124,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
125,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
126,0.0,0.0,0.0,0.0,0.25,B4,493.8833012561241
127,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
128,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
129,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
130,0.0,0.0,0.0,0.0,0.25,F3,174.61411571650186
131,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
132,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
133,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
134,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
135,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
136,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
137,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
138,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
139,0.0,0.0,0.0,0.0,0.25,D4,293.66476791740746
140,0.0,0.0,0.0,0.0,0.25,A4,440.0
141,0.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
142,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
143,1.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
144,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
145,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
146,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
147,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
148,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
149,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
150,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
151,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
152,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
153,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
154,0.0,0.0,0.0,0.0,0.25,A3,219.99999999999991
155,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
156,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
157,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
158,0.0,0.0,0.0,0.0,0.25,B4,493.8833012561241
159,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
160,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
161,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
162,0.0,0.0,0.0,0.0,0.25,F3,174.61411571650186
163,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
164,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
165,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
166,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
167,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
168,0.0,0.0,0.0,0.0,0.25,B3,246.94165062806198
169,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
170,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
171,0.0,0.0,0.0,0.0,0.25,F#4,369.99442271163434
172,0.0,0.0,0.0,0.0,0.25,D5,587.3295358348153
173,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
174,0.0,0.0,0.0,0.0,0.25,F#4,369.99442271163434
175,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
176,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
177,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
178,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
179,0.0,0.0,0.0,0.0,0.25,D4,293.66476791740746
180,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
181,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
182,0.0,0.0,0.0,0.0,0.25,A4,440.0
183,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
184,0.0,0.0,0.0,0.0,0.25,D4,293.66476791740746
185,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
186,0.0,0.0,0.0,0.0,0.25,A3,219.99999999999991
187,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
188,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
189,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
190,0.0,0.0,0.0,0.0,0.25,B4,493.8833012561241
191,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
192,0.0,0.0,0.0,0.0,0.25,E4,329.6275569128698
193,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
194,0.0,0.0,0.0,0.0,0.25,F3,174.61411571650186
195,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
196,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
197,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
198,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
199,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
200,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
201,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
202,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
203,0.0,0.0,0.0,0.0,0.25,D4,293.66476791740746
204,0.0,0.0,0.0,0.0,0.25,A4,440.0
205,0.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
206,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
207,1.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
208,0.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
209,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
210,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
211,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
212,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
213,0.0,0.0,0.0,0.0,1.0,G4,391.99543598174927
214,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
215,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
216,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
217,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
218,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
219,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
220,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
221,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
222,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
223,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
224,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
225,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
226,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
227,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
228,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
229,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
230,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
231,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
232,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
233,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
234,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
235,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
236,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
237,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
238,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
239,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
240,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
241,0.0,1.0,0.0,0.0,0.25,B4,466.1637615180899
242,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
243,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
244,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
245,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
246,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
247,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
248,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
249,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
250,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
251,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
252,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
253,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
254,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
255,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
256,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
257,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
258,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
259,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
260,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
261,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
262,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
263,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
264,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
265,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
266,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
267,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
268,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
269,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
270,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
271,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
272,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
273,0.0,1.0,0.0,0.0,0.25,G#4,415.3046975799451
274,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
275,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
276,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
277,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
278,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
279,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
280,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
281,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
282,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
283,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
284,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
285,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
286,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
287,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
288,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
289,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
290,1.0,0.0,0.0,0.0,0.25,D3,146.83238395870364
291,0.0,0.0,0.0,0.0,0.25,E4,311.1269837220808
292,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
293,0.0,0.0,0.0,0.0,0.25,B4,466.1637615180899
294,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
295,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
296,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
297,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
298,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
299,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
300,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
301,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
302,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
303,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
304,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
305,0.0,1.0,0.0,0.0,0.25,B4,466.1637615180899
306,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
307,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
308,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
309,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
310,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
311,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
312,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
313,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
314,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
315,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
316,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
317,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
318,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
319,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
320,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
321,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
322,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
323,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
324,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
325,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
326,1.0,1.0,0.0,0.0,0.25,A2,109.99999999999987
327,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
328,0.0,0.0,0.0,0.0,0.25,G3,195.9977179908745
329,1.0,1.0,0.0,0.0,0.25,D3,146.83238395870364
330,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
331,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
332,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
333,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
334,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
335,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
336,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
337,0.0,1.0,0.0,0.0,0.25,G#4,415.3046975799451
338,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
339,0.0,1.0,0.0,0.0,0.25,G3,195.9977179908745
340,0.0,0.0,0.0,0.0,0.25,C#4,277.18263097687196
341,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
342,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
343,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
344,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
345,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
346,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
347,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
348,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
349,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
350,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
351,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
352,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
353,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
354,0.0,0.0,0.0,0.0,0.25,B4,466.1637615180899
355,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
356,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
357,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
358,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
359,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
360,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
361,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
362,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
363,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
364,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
365,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
366,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
367,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
368,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
369,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
370,0.0,0.0,0.0,0.0,0.25,C5,523.2511306011974
371,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
372,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
373,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
374,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
375,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
376,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
377,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
378,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
379,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
380,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
381,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
382,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
383,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
384,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
385,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
386,0.0,0.0,0.0,0.0,0.25,B4,466.1637615180899
387,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
388,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
389,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
390,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
391,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
392,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
393,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
394,0.0,0.0,0.0,0.0,0.25,C5,523.2511306011974
395,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
396,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
397,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
398,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
399,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
400,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
401,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
402,0.0,0.0,0.0,0.0,0.25,D5,587.3295358348153
403,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
404,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
405,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
406,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
407,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
408,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
409,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
410,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
411,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
412,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
413,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
414,0.0,0.0,0.0,0.0,0.25,E3,155.56349186104038
415,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
416,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
417,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
418,0.0,0.0,0.0,0.0,0.25,B4,466.1637615180899
419,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
420,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
421,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
422,0.0,0.0,0.0,0.0,0.25,E3,164.81377845643485
423,0.0,0.0,0.0,0.0,0.25,B3,233.08188075904488
424,0.0,0.0,0.0,0.0,0.25,C4,261.6255653005985
425,0.0,0.0,0.0,0.0,0.25,F4,349.2282314330038
426,0.0,0.0,0.0,0.0,0.25,G4,391.99543598174927
