0
a1-0.125
a1-0.25
a1-0.3333333333333333
a1-0.5
a1-0.75
a1-1.0
a1-1.5
a1-2.0
a1-3.0
a1-4.0
a2-0.125
a2-0.16666666666666666
a2-0.25
a2-0.3333333333333333
a2-0.5
a2-0.6666666666666666
a2-0.75
a2-1.0
a2-1.25
a2-1.3333333333333333
a2-1.5
a2-1.75
a2-2.0
a2-2.5
a2-3.0
a2-3.5
a2-4.0
a3-0.125
a3-0.16666666666666666
a3-0.25
a3-0.3333333333333333
a3-0.4
a3-0.5
a3-0.625
a3-0.6666666666666666
a3-0.75
a3-0.875
a3-1.0
a3-1.25
a3-1.5
a3-1.75
a3-2.0
a3-2.25
a3-2.5
a3-3.0
a3-3.5
a3-3.75
a3-4.0
a4-0.125
a4-0.25
a4-0.5
a4-0.75
a4-1.0
a4-1.125
a4-3.25
a4-4.0
a5-1.0
a5-4.0
b1-0.125
b1-0.25
b1-0.3333333333333333
b1-0.5
b1-0.6666666666666666
b1-0.75
b1-1.0
b1-1.25
b1-1.5
b1-2.0
b1-2.5
b1-2.75
b1-3.0
b1-4.0
b2-0.08333333333333333
b2-0.125
b2-0.16666666666666666
b2-0.25
b2-0.3333333333333333
b2-0.4375
b2-0.5
b2-0.6
b2-0.625
b2-0.6666666666666666
b2-0.75
b2-0.875
b2-1.0
b2-1.4375
b2-1.5
b2-1.75
b2-2.0
b2-2.333333333333333
b2-2.5
b2-2.75
b2-3.0
b2-3.25
b2-3.5
b2-4.0
b3-0.125
b3-0.16666666666666666
b3-0.25
b3-0.3333333333333333
b3-0.5
b3-0.6666666666666666
b3-0.75
b3-1.0
b3-1.25
b3-1.3333333333333333
b3-1.5
b3-1.75
b3-2.0
b3-2.25
b3-2.5
b3-3.0
b3-4.0
b4-0.125
b4-0.25
b4-0.5
b4-0.625
b4-0.75
b4-1.0
b4-2.0
b4-2.25
b4-3.0
b4-4.0
b5-3.0
b5-4.0
c#2-0.125
c#2-0.25
c#2-0.3333333333333333
c#2-0.5
c#2-0.75
c#2-1.0
c#2-1.25
c#2-1.5
c#2-2.0
c#2-3.0
c#2-4.0
c#3-0.125
c#3-0.16666666666666666
c#3-0.25
c#3-0.3333333333333333
c#3-0.375
c#3-0.5
c#3-0.6666666666666666
c#3-0.75
c#3-1.0
c#3-1.3333333333333333
c#3-1.5
c#3-2.0
c#3-2.333333333333333
c#3-2.5
c#3-3.0
c#3-3.5
c#3-3.6666666666666665
c#3-4.0
c#4-0.0625
c#4-0.125
c#4-0.25
c#4-0.3333333333333333
c#4-0.5
c#4-0.6666666666666666
c#4-0.75
c#4-1.0
c#4-1.3333333333333333
c#4-1.5
c#4-2.0
c#4-3.0
c#4-4.0
c#5-2.5
c#5-3.0
c2-0.125
c2-0.25
c2-0.3333333333333333
c2-0.5
c2-0.6666666666666666
c2-0.75
c2-1.0
c2-1.25
c2-1.5
c2-2.0
c2-2.5
c2-3.0
c2-4.0
c3-0.125
c3-0.16666666666666666
c3-0.25
c3-0.3333333333333333
c3-0.375
c3-0.4375
c3-0.5
c3-0.6666666666666666
c3-0.75
c3-1.0
c3-1.0625
c3-1.25
c3-1.5
c3-2.0
c3-2.1666666666666665
c3-2.5
c3-3.0
c3-3.5
c3-3.75
c3-4.0
c4-0.125
c4-0.16666666666666666
c4-0.25
c4-0.3333333333333333
c4-0.375
c4-0.4
c4-0.5
c4-0.6666666666666666
c4-0.75
c4-1.0
c4-1.5
c4-2.0
c4-2.6666666666666665
c4-2.75
c4-3.0
c4-3.25
c4-3.5
c4-4.0
c5-0.25
c5-0.375
c5-0.5
c5-1.0
c5-1.5
c5-3.0
c5-4.0
c6-3.0
d2-0.125
d2-0.16666666666666666
d2-0.25
d2-0.3333333333333333
d2-0.375
d2-0.5
d2-0.6666666666666666
d2-0.75
d2-0.875
d2-1.0
d2-1.25
d2-1.5
d2-1.75
d2-2.0
d2-2.25
d2-2.5
d2-3.0
d2-3.25
d2-3.5
d2-3.75
d2-4.0
d3-0.125
d3-0.16666666666666666
d3-0.25
d3-0.3333333333333333
d3-0.375
d3-0.5
d3-0.6666666666666666
d3-0.75
d3-1.0
d3-1.25
d3-1.3333333333333333
d3-1.5
d3-2.0
d3-2.25
d3-2.5
d3-2.75
d3-3.0
d3-3.25
d3-3.5
d3-3.75
d3-4.0
d4-0.125
d4-0.16666666666666666
d4-0.25
d4-0.3333333333333333
d4-0.375
d4-0.5
d4-0.6666666666666666
d4-0.75
d4-1.0
d4-1.5
d4-2.0
d4-2.75
d4-3.0
d4-3.5
d4-4.0
d5-0.25
d5-0.5
d5-1.0
e2-0.125
e2-0.16666666666666666
e2-0.25
e2-0.3333333333333333
e2-0.375
e2-0.5
e2-0.6666666666666666
e2-0.75
e2-1.0
e2-1.25
e2-1.5
e2-1.75
e2-2.0
e2-2.25
e2-2.5
e2-3.0
e2-3.5
e2-3.75
e2-4.0
e3-0.125
e3-0.16666666666666666
e3-0.25
e3-0.3333333333333333
e3-0.375
e3-0.5
e3-0.6666666666666666
e3-0.75
e3-0.9375
e3-1.0
e3-1.0625
e3-1.25
e3-1.3333333333333333
e3-1.375
e3-1.5
e3-1.6666666666666663
e3-1.75
e3-2.0
e3-2.5
e3-3.0
e3-3.5
e3-3.75
e3-4.0
e4-0.0625
e4-0.25
e4-0.3333333333333333
e4-0.375
e4-0.4
e4-0.5
e4-0.6666666666666666
e4-0.75
e4-1.0
e4-1.3333333333333333
e4-1.375
e4-1.5
e4-2.0
e4-2.5
e4-3.0
e4-4.0
e5-0.5
e5-1.0
e5-1.5
f#2-0.125
f#2-0.16666666666666666
f#2-0.25
f#2-0.3333333333333333
f#2-0.375
f#2-0.5
f#2-0.6
f#2-0.6666666666666666
f#2-0.75
f#2-1.0
f#2-1.3333333333333333
f#2-1.5
f#2-1.75
f#2-2.0
f#2-3.0
f#2-3.5
f#2-4.0
f#3-0.16666666666666666
