0
f#3-0.25
f#3-0.3333333333333333
f#3-0.375
f#3-0.5
f#3-0.6666666666666666
f#3-0.75
f#3-0.875
f#3-1.0
f#3-1.3333333333333333
f#3-1.5
f#3-1.75
f#3-2.0
f#3-2.5
f#3-3.5
f#3-4.0
f#4-0.0625
f#4-0.25
f#4-0.5
f#4-0.75
f#4-1.0
f#4-1.5
f#4-2.0
f#4-4.0
f#5-0.25
f#5-0.375
f#5-0.5
f#5-0.75
f#5-4.0
f2-0.125
f2-0.16666666666666666
f2-0.25
f2-0.3333333333333333
f2-0.375
f2-0.5
f2-0.6
f2-0.625
f2-0.6666666666666666
f2-0.75
f2-1.0
f2-1.25
f2-1.5
f2-1.625
f2-1.75
f2-2.0
f2-2.5
f2-2.75
f2-3.0
f2-3.5
f2-4.0
f3-0.125
f3-0.16666666666666666
f3-0.25
f3-0.3333333333333333
f3-0.5
f3-0.6666666666666666
f3-0.75
f3-1.0
f3-1.25
f3-1.5
f3-1.75
f3-2.0
f3-2.5
f3-3.0
f3-3.5
f3-4.0
f4-0.125
f4-0.16666666666666666
f4-0.25
f4-0.3333333333333333
f4-0.375
f4-0.4
f4-0.5
f4-0.75
f4-1.0
f4-1.5
f4-2.0
f4-3.5
f5-1.0
g#2-0.125
g#2-0.16666666666666666
g#2-0.25
g#2-0.3333333333333333
g#2-0.375
g#2-0.5
g#2-0.6666666666666666
g#2-0.75
g#2-1.0
g#2-1.5
g#2-2.0
g#2-2.5
g#2-3.0
g#2-3.5
g#2-3.75
g#2-4.0
g#3-0.125
g#3-0.25
g#3-0.3333333333333333
g#3-0.5
g#3-0.6666666666666666
g#3-0.75
g#3-1.0
g#3-1.25
g#3-1.5
g#3-2.0
g#3-2.5
g#3-3.0
g#3-4.0
g#4-0.25
g#4-0.3333333333333333
g#4-0.5
g#4-1.0
g#4-1.25
g#4-1.5
g#4-4.0
g2-0.125
g2-0.16666666666666666
g2-0.25
g2-0.3333333333333333
g2-0.375
g2-0.5
g2-0.6
g2-0.6666666666666666
g2-0.75
g2-1.0
g2-1.0625
g2-1.25
g2-1.3333333333333333
g2-1.5
g2-1.75
g2-1.9375
g2-2.0
g2-2.25
g2-2.5
g2-3.0
g2-3.5
g2-4.0
g3-0.125
g3-0.16666666666666666
g3-0.25
g3-0.3333333333333333
g3-0.375
g3-0.5
g3-0.6666666666666666
g3-0.75
g3-1.0
g3-1.25
g3-1.5
g3-2.0
g3-2.5
g3-3.0
g3-3.5
g3-4.0
g4-0.0625
g4-0.16666666666666666
g4-0.25
g4-0.3333333333333333
g4-0.375
g4-0.4
g4-0.5
g4-0.75
g4-1.0
g4-1.5
g4-2.0
g4-2.5
g4-3.0
g4-4.0
g5-0.25
g5-1.0
r-0.05
r-0.0625
r-0.125
r-0.16666666666666666
r-0.25
r-0.3333333333333333
r-0.375
r-0.5
r-0.6666666666666666
r-0.75
r-1.0
r-1.5
r-2.0
r-3.0
r-4.0
x-0.125
x-0.25
x-0.5
x-0.75
x-1.0
x-1.5
x-3.0
x-4.0
